source,date,text,rating,url
play_store,2026-06-19T03:47:55+00:00,it always says im offline,1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:43:44+00:00,quite good,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:41:48+00:00,"getting worse after every update , somehow",1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:40:53+00:00,"Hello, Spotify is a great platform and thank you. There are only two problems. 1) The ability to skip forward and backward is a very simple and obvious thing and please add a free version. 2) Add the ability to play music from there when I click on a part of the lyrics. All of this was there before, but in the updates, it was removed from the free version and became exclusive to the premium versions!!",4,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:38:46+00:00,it's just the best,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:37:53+00:00,terrible nows,1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:37:05+00:00,i love the app when I relax or study but sometimes the adds are a little too much,4,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:32:41+00:00,updated my everything atomic,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:31:34+00:00,"Don't use the ""lossless"" feature if you don't have unlimited data! Completely wiped out my total data of 25GB....my average monthly usage was 3-5GB before I tried ""lossless"". I usually listen OFFLINE and have been doing so as normal, but I hadn't realised that due to the nature of ""lossless"" it's constantly using data in the background to find the best version of the song you want to listen to. Probably a great feature if you are fully aware of the data implications. it's really rubbish if not.",1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:30:30+00:00,I like this app but why did you removed the loop option on,3,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:30:19+00:00,The DJ keeps playing Latin music despite me never listening to it and skipping it when it puts it on. This has been a problem for months now. I have been paying for premium for years now but still have to deal with this issue which is really frustrating.,3,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:29:53+00:00,I love Spotify even listend while in Mexico,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:29:50+00:00,awesome,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:29:15+00:00,I love this app 🤣,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:29:14+00:00,Spotify is removing useful widgets and replacing them with one that takes up too much real estate on a screen. they had a very useful 3 x 1 that was disabled.,2,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:27:50+00:00,the app was good experience through all the music,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:24:37+00:00,The new spotify widget is terrible and barely functions.,1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:24:26+00:00,been a user since day 1 and I'll never switch up!,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:20:35+00:00,I want my music back on my phone,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:08:47+00:00,spectacular,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:07:12+00:00,they are capitalising the platform and force-ing us to buy premium...do you want to play a song?? opps you can't even choose the song you want to play....why the heck isn't there anything done about this?????..if you are able to use some other platform like youtube music which is atleast a bit better,1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:02:59+00:00,good App all around,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:57:39+00:00,"Radio option has become so unusable because of ""promotional tool for artists"" which increases likelihood of trash songs bring recommended.",2,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:56:26+00:00,mucho anuncio,4,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:50:46+00:00,cause of the adds,3,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:48:42+00:00,BEST MUSIC,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:48:17+00:00,The Spotify is the best app ever,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:47:38+00:00,good 😊👍,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:46:57+00:00,"The new widget is horrible. it has less useful functions in the same amount of space at the expense of bigger album art, bigger logo, and spacing on the top and bottom. The skip buttons no longer appear on the smaller 1x5 widget. Very disappointing",1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:44:50+00:00,Ever since they stopped giving the 30 minutes of music time without ads the free version is unbearable and unusable and it's because they want you to by the premium. i got through 2 2-3 minutes songs before I got 4 ads in a row and it's genuinely working because I can't listen to music when there is only 6-12 minutes of listening time then almost 3 minutes of ads,1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:44:39+00:00,Great music and sound... This would be my all time favorite music app They have albums ready for any mood you want Update artist albums with all there music together in one place🙏,4,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:42:36+00:00,I love all the song in here,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:40:19+00:00,no optimal,3,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:39:02+00:00,💩,1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:36:52+00:00,I love it but it has too many ads and when I'm listening to podcasts I usually forget what the topic of what their talking about and it makes me lost and confused,4,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:36:33+00:00,"It's so unfair! Other countries already have lossless audio, yet it's still unavailable here in the Philippines.",1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:34:46+00:00,love it!♡,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:34:13+00:00,runs well untill. Why are you telling me to use the different Spotify widget when the one I'm using works fine and the new widget keeps loading without loading.,2,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:31:36+00:00,"WAY, WAY, WAY to many adds",1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T02:29:27+00:00,meh,3,https://play.google.com/store/apps/details?id=com.spotify.music
